InvoiceDetailID,InvoiceID,TransactionType,VendorNumber,"VendorName",ProductCode,"PassengerName",TicketNumber,PublishedFare,SellingFare,ReferenceFare,LowFare,Tax1,GrossAmount,CommissionAmount,VatOnCommission,"FreeFieldA",TravelDate,ReturnDate,NumberOfDays,"CityCode",ProfileNumber,AddedBy
1061,275,1,11,"AIR NORTH",6,"BARTELL/DERECK MR",WT19967,-576,-576,-576,-576,0,-576,0,0,"",NULL,NULL,1,"",1004,2
1063,356,1,718,"CENTRAL MOUNTAIN AIR",6,"KIHN/JALYN MR",WT20060,42,42,42,42,0,42,0,0,"",NULL,NULL,1,"",1021,2
1064,356,1,701,"WESTJET AIRLINES",7,"HOMENICK/ALVAH MR",WT20060,226.92,226.92,226.92,226.92,0,226.92,0,0,"",NULL,NULL,1,"",1021,2
1065,168,1,10,"AIR CANADA",6,"ORN/REVA MR",WT19856,54.9,54.9,54.9,54.9,0,54.9,0,0,"",NULL,NULL,1,"",1005,2
1066,106,5,11,"AIR NORTH",7,"JONES/PAYTON MR",WT19784,-636,-636,-636,-636,0,-636,0,0,"G",05/02/2008 00:00:00,05/09/2008 00:00:00,1,"YXY",1010,2
1067,106,5,3,"YUKON TRAVEL",18,"REYNOLDS/LETITIA MR",WT197884,-40,-40,-40,-40,0,-40,0,0,"G",NULL,NULL,0,"",1010,2
1068,106,5,11,"AIR NORTH",7,"SMITH/DEVAN MR",WT19783,636,636,636,636,0,636,0,0,"G",05/02/2008 00:00:00,05/09/2008 00:00:00,1,"YXY",1010,2
1069,106,5,3,"YUKON TRAVEL",18,"FERRY/KACEY MR",WT19783,40,40,40,40,0,40,0,0,"G",NULL,NULL,1,"",1010,2
1072,181,1,11,"AIR NORTH",6,"O'REILLY/DAPHNE MR",WT19874,47.5,47.5,47.5,47.5,0,47.5,0,0,"",NULL,NULL,1,"",1002,2
1073,196,5,10,"AIR CANADA",7,"WEIMANN/ALIZE MR",WT19891,-655.8,-655.8,-655.8,-655.8,0,-655.8,0,0,"G",04/20/2008 00:00:00,04/23/2008 00:00:00,1,"YYC",1012,2
1074,196,1,10,"AIR CANADA",7,"CARROLL/DEVANTE MR",WT19891,-655.8,-655.8,655.8,655.8,0,-655.8,0,0,"G",04/20/2008 00:00:00,04/23/2008 00:00:00,1,"YYC",1012,2
1075,54,1,11,"AIR NORTH",6,"GUTKOWSKI-SCHAMBERGER/TOBIN MR",WT19739,224,224,224,224,0,224,0,0,"",NULL,NULL,1,"",1023,2
1076,63,1,10,"AIR CANADA",6,"STROSIN/CLARE MR",WT19755,106.27,106.27,106.27,106.27,0,106.27,0,0,"",NULL,NULL,1,"",1013,2
1077,50,5,11,"AIR NORTH",6,"MARKS/MOSSIE MR",WT19740,-96.67,-96.67,-96.67,-96.67,0,-96.67,0,0,"",NULL,NULL,1,"",1002,2
1083,60,1,10,"AIR CANADA",6,"HUDSON/ALDA MR",WT19753,40,40,40,40,0,40,0,0,"",NULL,NULL,1,"",1013,2
1084,319,5,3,"YUKON TRAVEL",18,"ABERNATHY/MOHAMMAD MR",WT200005,-40,-40,-40,-40,0,-40,0,0,"G",NULL,NULL,0,"",1008,2
1085,319,1,3,"YUKON TRAVEL",18,"MARQUARDT/GEO MR",WT20005,40,40,40,40,0,40,0,0,"G",NULL,NULL,1,"",1008,2
1086,312,1,10,"AIR CANADA",6,"KUHIC/NELSON MR",WT20000,40,40,40,40,0,40,0,0,"",NULL,NULL,1,"",1003,2
1087,192,1,10,"AIR CANADA",6,"PROHASKA/AHMAD MR",WT19886,40,40,40,40,0,40,0,0,"",NULL,NULL,1,"",1004,2
1088,400,1,10,"AIR CANADA",7,"MCKENZIE-ZIEMANN/WHITNEY MR",WT20009,1849.8,1849.8,1849.8,1849.8,0,1849.8,0,0,"G",04/27/2008 00:00:00,04/29/2008 00:00:00,0,"YYC",1007,2
1089,400,1,3,"YUKON TRAVEL",18,"BERNHARD/ROSALIND MR",SERVICE FEE,40,40,40,40,0,40,0,0,"G",NULL,NULL,1,"",1007,2
1090,401,1,11,"AIR NORTH",7,"BARROWS/ELLEN MR",WT19678,258,258,258,258,0,258,0,0,"N",05/05/2008 00:00:00,05/08/2008 00:00:00,0,"YVR",1021,2
1094,404,1,10,"AIR CANADA",7,"KRIS/DARBY MR",WT19548,-700.8,-700.8,-700.8,-700.8,0,-700.8,0,0,"",NULL,NULL,1,"",1010,2
1097,405,1,10,"AIR CANADA",7,"RUSSEL/ALYSHA MR",WT19632,109.9,109.9,109.9,109.9,0,109.9,0,0,"",NULL,NULL,1,"",1005,2
1102,409,5,10,"AIR CANADA",7,"HESSEL/KARIANNE MR",WT19542,-355.9,-355.9,-355.9,-355.9,0,-355.9,0,0,"",NULL,NULL,1,"",1003,2
1103,410,1,11,"AIR NORTH",7,"DECKOW/MADISEN MR",WT19579,-246.67,-246.67,-246.67,-246.67,0,-246.67,0,0,"",NULL,NULL,1,"",1005,2
1104,410,1,10,"AIR CANADA",7,"WINTHEISER/KAYLI MR",WT19579,-277.9,-277.9,-277.9,-277.9,0,-277.9,0,0,"",NULL,NULL,1,"",1005,2
1105,411,1,11,"AIR NORTH",7,"PAGAC/SERENITY MR",WT19579,24,24,24,24,0,24,0,0,"",NULL,NULL,1,"",1005,2
1106,411,1,10,"AIR CANADA",7,"RATH/ROSELLA MR",WT19579,-277.9,-277.9,-277.9,-277.9,0,-277.9,0,0,"",NULL,NULL,1,"",1005,2
1107,412,1,10,"AIR CANADA",7,"SCHIMMEL/DEBORAH MR",WT19760,-956.8,-956.8,-956.8,-956.8,0,-956.8,0,0,"",NULL,NULL,1,"",1014,2
1108,413,1,10,"AIR CANADA",7,"HALEY/REYMUNDO MR",WT19812,40,40,40,40,0,40,0,0,"",NULL,NULL,1,"",1010,2
1109,414,1,10,"AIR CANADA",7,"KIEHN/ELDRIDGE MR",WT19155,476.1,476.1,476.1,476.1,0,476.1,0,0,"",NULL,NULL,1,"",1011,2
1110,414,1,11,"AIR NORTH",7,"LARSON/JERRELL MR",WT19155,-202.67,-202.67,-202.67,-202.67,0,-202.67,0,0,"",NULL,NULL,1,"",1011,2
1115,418,1,11,"AIR NORTH",7,"ARMSTRONG/STEVE MR",WT19751,-461.34,-461.34,-461.34,-461.34,0,-461.34,0,0,"",NULL,NULL,1,"",1007,2
1116,418,1,10,"AIR CANADA",7,"EBERT/MELYSSA MR",WT19751,-1908.8,-1908.8,-1908.8,-1908.8,0,-1908.8,0,0,"",NULL,NULL,1,"",1007,2
1117,419,1,11,"AIR NORTH",7,"STRACKE/PERCY MR",WT19575,-149,-149,-149,-149,0,-149,0,0,"",NULL,NULL,1,"",1010,2
1123,424,1,10,"AIR CANADA",7,"TURCOTTE/JERROD MR",WT19155,570,570,570,570,0,570,0,0,"",NULL,NULL,1,"",1011,2
1124,424,1,11,"AIR NORTH",7,"CONROY/LINDSAY MR",WT19155,-202.67,-202.67,-202.67,-202.67,0,-202.67,0,0,"",NULL,NULL,1,"",1011,2
1126,106,5,11,"AIR NORTH",7,"GORCZANY/CAROL MR",WT19783,-636,-636,-636,-636,0,-636,0,0,"G",05/02/2008 00:00:00,05/09/2008 00:00:00,1,"YXY",1010,2
1127,106,5,3,"YUKON TRAVEL",18,"BEATTY/MIKAYLA MR",WT19783,-40,-40,-40,-40,0,-40,0,0,"G",NULL,NULL,1,"",1010,2
1128,106,5,11,"AIR NORTH",7,"KOCH-KUNDE/GONZALO MR",WT19785,636,636,636,636,0,636,0,0,"G",05/02/2008 00:00:00,05/09/2008 00:00:00,1,"YXY",1010,2
1129,106,1,3,"YUKON TRAVEL",18,"WILDERMAN-NIKOLAUS/GENOVEVA MR",WT19785,40,40,40,40,0,40,0,0,"G",NULL,NULL,1,"",1010,2
1130,106,5,11,"AIR NORTH",7,"HUEL/ESPERANZA MR",WT19785,-636,-636,-636,-636,0,-636,0,0,"G",05/02/2008 00:00:00,05/09/2008 00:00:00,1,"YXY",1010,2
1131,106,1,11,"AIR NORTH",7,"MCCULLOUGH/LILLIAN MR",WT19785,636,636,636,636,0,636,0,0,"G",05/02/2008 00:00:00,05/09/2008 00:00:00,1,"YXY",1010,2
1132,425,1,11,"AIR NORTH",7,"THOMPSON/HELMER MR",WT20103,636,636,636,636,0,636,0,0,"G",05/06/2008 00:00:00,06/13/2008 00:00:00,1,"YOC",1024,2
1133,425,1,3,"YUKON TRAVEL",18,"BREKKE/AIYANA MR",WT20103,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1024,2
1134,426,1,11,"AIR NORTH",7,"GOYETTE/JALYN MR",WT20104,516.34,516.34,516.34,516.34,0,516.34,0,0,"G",05/08/2008 00:00:00,05/11/2008 00:00:00,1,"YVR",1007,2
1135,426,1,2,"WHITEHORSE TRAVEL",18,"LITTEL/LEVI MR",WT20104,40,40,40,40,0,40,0,0,"G",NULL,NULL,1,"",1007,2
1136,427,1,709,"FIRST AIR",7,"KOSS/VALENTIN MR",WT20102,1603.8,1603.8,1603.8,1603.8,0,1603.8,0,0,"G",05/05/2008 00:00:00,05/09/2008 00:00:00,0,"YZF",1006,2
1137,427,1,1000,"THE EXPLORER HOTEL",10,"PACOCHA/DOMINIC MR",WT20102,656,656,164,164,0,656,65.6,3.28,"",05/05/2008 00:00:00,05/09/2008 00:00:00,4,"YZF",1006,2
1138,427,1,2,"WHITEHORSE TRAVEL",18,"ROSENBAUM/DEVANTE MR",WT20102,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1006,2
1139,428,1,10,"AIR CANADA",7,"MILLS/IVAH MR",WT20108,1876.2,1876.2,1876.2,1876.2,0,1876.2,0,0,"G",05/08/2008 00:00:00,05/15/2008 00:00:00,1,"YVR",1006,2
1140,428,1,1,"MARLIN TRAVEL",18,"HANSEN/STANLEY MR",WT20108,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1006,2
1141,429,1,10,"AIR CANADA",7,"STRACKE/KAYA MR",WT20098,1112.8,1112.8,1112.8,1112.8,0,1112.8,0,0,"G",05/05/2008 00:00:00,05/17/2008 00:00:00,0,"YOW",1004,2
1142,429,1,2,"WHITEHORSE TRAVEL",18,"WALTER/JOVANNY MR",WT20098,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
1143,430,1,11,"AIR NORTH",7,"PFANNERSTILL/SHANNY MR",WT20096,636,636,636,636,0,636,0,0,"G",04/28/2008 00:00:00,05/05/2008 00:00:00,0,"YXY",1004,2
1144,430,1,3,"YUKON TRAVEL",18,"MULLER/JEROD MR",WT20096,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
1146,432,5,10,"AIR CANADA",7,"WEBER/CINDY MR",19889,758.9,758.9,365,365,0,758.9,0,0,"",04/21/2008 00:00:00,04/21/2008 00:00:00,1,"YEG",1021,2
1147,432,1,1000,"COAST EDMONTON",10,"SCHIMMEL/MADGE MR",WT19889,625,625,125,125,0,625,62.5,3.13,"",04/20/2008 00:00:00,04/25/2008 00:00:00,5,"YEA",1021,1
1148,433,1,713,"BEARSKIN AIRLINES",7,"MURPHY/LORNA MR",WT20095,757.8,757.8,757.8,757.8,0,757.8,0,0,"N",04/28/2008 00:00:00,05/23/2008 00:00:00,0,"YOW",1021,2
1149,433,1,2,"WHITEHORSE TRAVEL",18,"KUNZE/CHANDLER MR",WT20095,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1021,2
1150,434,1,11,"AIR NORTH",7,"ROHAN/ELWIN MR",WT20114,567.34,567.34,567.34,567.34,0,567.34,0,0,"G",05/07/2008 00:00:00,06/04/2008 00:00:00,0,"YXY",1024,2
1151,434,1,3,"YUKON TRAVEL",18,"ONDRICKA/AVERY MR",WT20114,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1024,2
1152,435,1,11,"AIR NORTH",7,"ZEMLAK/MAURICIO MR",WT20115,506.34,506.34,506.34,506.34,0,506.34,0,0,"G",05/04/2008 00:00:00,05/09/2008 00:00:00,0,"YVR",1005,2
1153,435,1,1,"MARLIN TRAVEL",18,"ORN/KIRSTEN MR",WT20115,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
1157,437,1,10,"AIR CANADA",7,"ROMAGUERA/CAROLE MR",WT20117,350.9,350.9,350.9,350.9,0,350.9,0,0,"G",05/10/2008 00:00:00,05/16/2008 00:00:00,0,"YYC",1005,2
1158,437,1,11,"AIR NORTH",7,"PAGAC/ROMAINE MR",WT20117,293.67,293.67,293.67,293.67,0,293.67,0,0,"G",05/10/2008 00:00:00,05/16/2008 00:00:00,0,"YYC",1005,2
1159,437,1,3,"YUKON TRAVEL",18,"KING/LORENZO MR",WT20117,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
1163,439,1,11,"AIR NORTH",7,"WHITE/MARILOU MR",WT20109,567.34,567.34,567.34,567.34,0,567.34,0,0,"G",05/04/2008 00:00:00,05/12/2008 00:00:00,0,"YYC",1011,2
1164,439,1,701,"WESTJET AIRLINES",7,"WINDLER/ASHLEE MR",WT20109,696.8,696.8,696.8,696.8,0,696.8,54.09,2.7,"G",05/04/2008 00:00:00,05/12/2008 00:00:00,1,"YYC",1011,2
1165,439,1,1000,"CX CALGARY",10,"PACOCHA/MAYNARD MR",WT20109,159,159,159,159,0,159,15.9,0.8,"",05/11/2008 00:00:00,05/12/2008 00:00:00,1,"YYC",1011,2
1166,439,1,3,"YUKON TRAVEL",18,"MURAZIK/SAVANAH MR",WT20109,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1011,2
1167,440,5,10,"AIR CANADA",7,"WILKINSON/ELIAN MR",WT.20113,1070.8,1070.8,1070.8,1070.8,0,1070.8,0,0,"G",05/05/2008 00:00:00,05/10/2008 00:00:00,0,"YOW",1004,2
1168,440,1,2,"WHITEHORSE TRAVEL",18,"BLANDA/ELZA MR",WT20113,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
1169,441,1,11,"AIR NORTH",7,"STROSIN/LEWIS MR",WT20099,250.67,250.67,250.67,250.67,0,250.67,0,0,"G",05/05/2008 00:00:00,05/12/2008 00:00:00,0,"YVR",1011,2
1170,441,1,3,"YUKON TRAVEL",18,"KUPHAL/DON MR",WT20099,758.8,758.8,758.8,758.8,0,758.8,0,0,"G",NULL,NULL,0,"",1011,2
1171,441,1,3,"YUKON TRAVEL",18,"CORKERY/VERONA MR",WT20099,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1011,2
1172,442,1,10,"AIR CANADA",7,"GRAHAM/CORA MR",WT20111,1585.75,1585.75,1585.75,1585.75,0,1585.75,0,0,"G",05/09/2008 00:00:00,05/15/2008 00:00:00,0,"YYT",1011,2
1173,442,1,2,"WHITEHORSE TRAVEL",18,"WARD/ANDY MR",WT20111,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1011,2
1174,443,1,11,"AIR NORTH",7,"LEFFLER/MADISYN MR",WT20116,567.34,567.34,567.34,567.34,0,567.34,0,0,"G",05/04/2008 00:00:00,05/16/2008 00:00:00,0,"YYC",1005,2
1175,443,5,2,"WHITEHORSE TRAVEL",18,"BRADTKE-MORISSETTE/OLIN MR",WT20016,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
1176,444,1,11,"AIR NORTH",7,"SCHMELER/RITA MR",WT20110,273.67,273.67,273.67,273.67,0,273.67,0,0,"G",05/09/2008 00:00:00,05/15/2008 00:00:00,0,"YYC",1011,2
1177,444,1,10,"AIR CANADA",7,"SCHMITT/JASEN MR",WT20110,1562.75,1562.75,1562.75,1562.75,0,1562.75,0,0,"G",05/09/2008 00:00:00,05/15/2008 00:00:00,0,"YYC",1011,2
1178,444,1,1,"MARLIN TRAVEL",18,"TORP/FRITZ MR",WT20110,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1011,2
1179,445,1,1,"MARLIN TRAVEL",7,"HEIDENREICH/CRISTOPHER MR",WT20121,825.8,825.8,825.8,825.8,0,825.8,0,0,"G",04/28/2008 00:00:00,04/28/2008 00:00:00,0,"YVR",1010,2
1180,445,1,1,"MARLIN TRAVEL",18,"ABSHIRE/OMER MR",WT20121,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
1181,446,1,10,"AIR CANADA",7,"GREENFELDER/DRAKE MR",WT20128,979.8,979.8,979.8,979.8,0,979.8,0,0,"G",05/03/2008 00:00:00,06/14/2008 00:00:00,1,"YZF",1024,2
1182,446,1,3,"YUKON TRAVEL",18,"MOSCISKI/SYDNIE MR",WT20128,40,40,40,40,0,40,0,0,"G",NULL,NULL,1,"",1024,2
1183,447,1,11,"AIR NORTH",7,"FRAMI/ELLEN MR",WT20097,636,636,636,636,0,636,0,0,"G",04/28/2008 00:00:00,05/12/2008 00:00:00,0,"YOC",1024,2
1184,447,1,1,"MARLIN TRAVEL",18,"CORWIN/MAURICIO MR",WT20097,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1024,2
1185,448,1,10,"AIR CANADA",7,"SCHMITT/JANIE MR",WT20119,350.9,350.9,350.9,350.9,0,350.9,0,0,"G",05/11/2008 00:00:00,05/16/2008 00:00:00,0,"YYC",1005,2
1186,448,1,11,"AIR NORTH",7,"BAHRINGER/DOMENICO MR",WT20119,293.67,293.67,293.67,293.67,0,293.67,0,0,"G",05/11/2008 00:00:00,05/16/2008 00:00:00,0,"YYC",1005,2
1187,448,1,2,"WHITEHORSE TRAVEL",18,"CONN/IMOGENE MR",WT20119,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
1188,449,1,10,"AIR CANADA",7,"COLLIER/FOSTER MR",WT20127,1437.7,1437.7,1437.7,1437.7,0,1437.7,0,0,"G",04/26/2008 00:00:00,05/01/2008 00:00:00,0,"YEG",1024,2
1189,449,1,1000,"HOLIDAY INN EXP STE",10,"DOOLEY/MAY MR",WT20127,134,134,134,134,0,134,13.4,0.67,"",04/28/2008 00:00:00,04/29/2008 00:00:00,1,"YQU",1024,2
1190,449,1,1100,"ENTERP",11,"HOPPE/GREGORIA MR",WT20127,42,42,42,42,0,42,4.2,0.21,"",04/28/2008 00:00:00,04/29/2008 00:00:00,1,"YQU",1024,2
1191,449,1,1100,"THRIFTY",11,"CRONIN/AUTUMN MR",WT20127,122.4,122.4,61.2,61.2,0,122.4,12.24,0.61,"",04/29/2008 00:00:00,05/01/2008 00:00:00,2,"YEG",1024,2
1192,449,1,2,"WHITEHORSE TRAVEL",18,"SCHAMBERGER/LEONARD MR",WT20127,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1024,2
1193,450,1,11,"AIR NORTH",7,"EMARD/GREEN MR",WT20100,506.34,506.34,506.34,506.34,0,506.34,0,0,"G",05/05/2008 00:00:00,05/13/2008 00:00:00,0,"YVR",1004,2
1194,450,1,1,"MARLIN TRAVEL",18,"LITTEL/AURORE MR",WT20100,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
1195,451,1,10,"AIR CANADA",7,"GLEICHNER/JO MR",WT20112,1999.75,1999.75,1999.75,1999.75,0,1999.75,0,0,"G",05/09/2008 00:00:00,05/16/2008 00:00:00,0,"YYT",1011,2
1196,451,1,1,"MARLIN TRAVEL",18,"KONOPELSKI/STEFAN MR",WT20112,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1011,2
1201,454,1,11,"AIR NORTH",7,"BARTON/TOY MR",WT20101,506.34,506.34,506.34,506.34,0,506.34,0,0,"G",05/05/2008 00:00:00,05/08/2008 00:00:00,0,"YVR",1004,2
1202,454,1,1,"MARLIN TRAVEL",18,"HELLER/CLIFTON MR",WT20101,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
1203,455,5,11,"AIR NORTH",7,"REYNOLDS/JOHNPAUL MR",WT20124,636,636,636,636,0,636,0,0,"G",04/25/2008 00:00:00,04/28/2008 00:00:00,0,"YXY",1004,2
1204,455,1,2,"WHITEHORSE TRAVEL",18,"CRONIN/CLAUD MR",WT20124,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
1207,457,1,10,"AIR CANADA",7,"GUSIKOWSKI/CLAUDE MR",WT20130,1561.3,1561.3,1561.3,1561.3,0,1561.3,0,0,"G",05/04/2008 00:00:00,05/11/2008 00:00:00,0,"YUL",1014,2
1208,457,1,2,"WHITEHORSE TRAVEL",18,"THOMPSON/CORBIN MR",WT20130,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1014,2
1209,458,5,11,"AIR NORTH",7,"RITCHIE/EASTER MR",WT10122,260.67,260.67,260.67,260.67,0,260.67,0,0,"G",05/03/2008 00:00:00,05/10/2008 00:00:00,1,"YOW",1012,2
1210,458,5,10,"AIR CANADA",7,"MANN/SOPHIA MR",WT20122,1766.75,1766.75,1766.75,1766.75,0,1766.75,0,0,"G",05/03/2008 00:00:00,05/10/2008 00:00:00,0,"YOW",1012,2
1211,458,5,13,"CANADIAN NORTH",7,"SCHUSTER/ANGUS MR",WT20122,1161.9,1161.9,1161.9,1161.9,0,1161.9,0,0,"G",05/03/2008 00:00:00,05/10/2008 00:00:00,0,"YOW",1012,2
1212,458,5,709,"FIRST AIR",7,"KILBACK/ELVERA MR",WT20122,2022.9,2022.9,2022.9,2022.9,0,2022.9,0,0,"G",05/03/2008 00:00:00,05/10/2008 00:00:00,0,"YOW",1012,2
1213,458,1,2,"WHITEHORSE TRAVEL",18,"KOEPP/ANISSA MR",WT10122,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1012,2
1214,459,1,11,"AIR NORTH",7,"WOLF/JUDE MR",WT20141,567.34,567.34,567.34,567.34,0,567.34,0,0,"G",05/07/2008 00:00:00,05/23/2008 00:00:00,0,"YYC",1006,2
1215,459,1,1100,"NATIONA",11,"HOPPE/MARIANNA MR",WT20141,106.5,106.5,35.5,35.5,0,106.5,10.65,0.53,"",05/20/2008 00:00:00,05/23/2008 00:00:00,3,"YYC",1006,2
1216,459,1,1,"MARLIN TRAVEL",18,"HICKLE/MORRIS MR",WT20141,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1006,2
1229,465,1,10,"AIR CANADA",7,"JACOBI/BRAXTON MR",WT20131,2069.65,2069.65,2069.65,2069.65,0,2069.65,0,0,"G",05/08/2008 00:00:00,05/19/2008 00:00:00,0,"YYZ",1002,2
1230,465,1,3,"YUKON TRAVEL",18,"HARRIS/WAVA MR",WT20131,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1002,2
1240,471,1,10,"AIR CANADA",7,"SAUER/DOVIE MR",WT20146,1682.3,1682.3,1682.3,1682.3,0,1682.3,0,0,"G",05/03/2008 00:00:00,05/09/2008 00:00:00,0,"YUL",1010,2
1241,471,1,2,"WHITEHORSE TRAVEL",18,"SKILES/AMYA MR",WT20146,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
1242,472,1,10,"AIR CANADA",7,"TORP/TYSON MR",WT20100,567.9,567.9,567.9,567.9,0,567.9,0,0,"G",05/05/2008 00:00:00,05/13/2008 00:00:00,0,"YVR",1004,2
1243,473,1,11,"AIR NORTH",7,"KOCH/LIZETH MR",WT20105,567.34,567.34,567.34,567.34,0,567.34,0,0,"G",05/07/2008 00:00:00,05/11/2008 00:00:00,0,"YYC",1006,2
1244,473,1,3,"YUKON TRAVEL",18,"GUTMANN/ABBY MR",WT20105,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1006,2
1245,474,1,11,"AIR NORTH",7,"FEENEY/NATALIA MR",WT20142,273.67,273.67,273.67,273.67,0,273.67,0,0,"G",05/09/2008 00:00:00,05/19/2008 00:00:00,0,"YYC",1005,2
1246,474,1,10,"AIR CANADA",7,"DECKOW/PIERRE MR",WT20142,693.9,693.9,693.9,693.9,0,693.9,0,0,"G",05/09/2008 00:00:00,05/19/2008 00:00:00,0,"YYC",1005,2
1247,474,1,1100,"NATIONA",11,"LIND/BERTHA MR",WT20142,178.5,178.5,59.5,59.5,0,178.5,17.85,0.89,"",05/11/2008 00:00:00,05/14/2008 00:00:00,3,"YYC",1005,2
1248,474,1,2,"WHITEHORSE TRAVEL",18,"HARRIS/RODGER MR",WT20142,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
1249,475,1,10,"AIR CANADA",7,"DANIEL/MADILYN MR",WT20137,825.8,825.8,825.8,825.8,0,825.8,0,0,"G",05/07/2008 00:00:00,05/12/2008 00:00:00,0,"YVR",1010,2
1250,475,1,1,"MARLIN TRAVEL",18,"MORAR/SANDRINE MR",WT20137,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
1251,476,1,11,"AIR NORTH",7,"DARE/ISOM MR",WT20129,506.34,506.34,506.34,506.34,0,506.34,0,0,"G",05/07/2008 00:00:00,05/12/2008 00:00:00,0,"YVR",1010,2
1252,476,1,1,"MARLIN TRAVEL",18,"KASSULKE/GRAHAM MR",WT20129,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
1263,481,5,11,"AIR NORTH",7,"MANTE/KARIANE MR",WT20107,516.34,516.34,516.34,516.34,0,516.34,0,0,"G",05/08/2008 00:00:00,05/10/2008 00:00:00,0,"YVR",1004,2
1264,481,1,1000,"FAIRMONT VANCOUVER",10,"DIETRICH/CHRISTY MR",WT20107,358,358,179,179,0,358,35.8,1.79,"",05/08/2008 00:00:00,05/10/2008 00:00:00,2,"YVR",1004,2
1265,481,1,2,"WHITEHORSE TRAVEL",18,"HUEL/DUDLEY MR",WT20107,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
1266,482,1,11,"AIR NORTH",7,"TORPHY-MEDHURST/AMARA MR",WT20148,511.34,511.34,511.34,511.34,0,511.34,0,0,"N",05/01/2008 00:00:00,05/03/2008 00:00:00,0,"YVR",1021,2
1267,482,1,1000,"PLAZA 500",10,"NITZSCHE/ANTWON MR",WT20148,387,387,129,129,0,387,38.7,1.94,"",04/30/2008 00:00:00,05/03/2008 00:00:00,3,"YVR",1021,3
1268,482,1,1,"MARLIN TRAVEL",18,"WILDERMAN/KELLIE MR",WT20148,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1021,2
1269,483,1,10,"AIR CANADA",7,"CORMIER/JOVAN MR",WT20150,696.8,696.8,696.8,696.8,0,696.8,0,0,"G",05/03/2008 00:00:00,05/07/2008 00:00:00,0,"YVR",1010,2
1270,483,1,3,"YUKON TRAVEL",18,"THOMPSON/RHIANNON MR",WT20150,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
1271,484,1,10,"AIR CANADA",7,"EFFERTZ/NEWELL MR",WT19889,497.9,497.9,497.9,497.9,0,497.9,0,0,"",04/26/2008 00:00:00,04/26/2008 00:00:00,0,"YVR",1021,2
1272,484,1,11,"AIR NORTH",7,"WIEGAND/CLOVIS MR",WT19889,159,159,159,159,0,159,0,0,"",04/26/2008 00:00:00,04/26/2008 00:00:00,0,"YVR",1021,2
1273,485,1,11,"AIR NORTH",7,"MULLER/SHANNA MR",WT20147,636,636,636,636,0,636,0,0,"G",05/05/2008 00:00:00,05/13/2008 00:00:00,0,"YOC",1010,2
1274,485,1,3,"YUKON TRAVEL",18,"JENKINS/JEWEL MR",WT20147,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
1275,486,1,11,"AIR NORTH",7,"LIND/DORA MR",WT20157,273.67,273.67,273.67,273.67,0,273.67,0,0,"G",05/04/2008 00:00:00,05/06/2008 00:00:00,0,"YYC",1005,2
1276,486,1,10,"AIR CANADA",7,"METZ/PRESTON MR",WT20157,209,209,209,209,0,209,0,0,"G",05/04/2008 00:00:00,05/06/2008 00:00:00,0,"YYC",1005,2
